item_id,nutrient,measure,value,perc_daily_recom
66645e,Total Carbohydrate, g , 6,2.0
66645e,Total Sugars, g , 6,
66645e,Added Sugars, g , 6,12.0
66645e,Protein, g , 0,
66855e,Calories : 25,,,
66855e,Total Fat, g , 0,0.0
66855e,Sodium, mg , 490,21.0
66855e,Total Carbohydrate, g , 6,2.0
66855e,Total Sugars, g , 6,
66855e,Added Sugars, g , 6,12.0
66855e,Protein, g , 0,
66641e,Calories : 25,,,
66641e,Total Fat, g , 0,0.0
66641e,Sodium, mg , 490,21.0
66641e,Total Carbohydrate, g , 6,2.0
66641e,Total Sugars, g , 6,
66641e,Added Sugars, g , 6,12.0
66641e,Protein, g , 0,
67434e,Calories : 25,,,
67434e,Total Fat, g , 0,0.0
67434e,Sodium, mg , 490,21.0
67434e,Total Carbohydrate, g , 6,2.0
67434e,Total Sugars, g , 6,
67434e,Added Sugars, g , 6,12.0
67434e,Protein, g , 0,
66643e,Calories : 25,,,
66643e,Total Fat, g , 0,0.0
66643e,Sodium, mg , 490,21.0
66643e,Total Carbohydrate, g , 6,2.0
66643e,Total Sugars, g , 6,
66643e,Added Sugars, g , 6,12.0
66643e,Protein, g , 0,
64301e,Calories : 25,,,
64301e,Total Fat, g , 0,0.0
64301e,Total Carbohydrate, g , 6,2.0
64301e,Total Sugars, g , 6,
64301e,Added Sugars, g , 6,12.0
64301e,Protein, g , 0,
66972p6,Calories : 50,,,
66972p6,Total Fat, g , 0,0.0
66972p6,Sodium, mg , 650,28.0
66972p6,Total Carbohydrate, g , 12,4.0
66972p6,Total Sugars, g , 12,
66972p6,Added Sugars, g , 12,24.0
66972p6,Protein, g , 0,
63059e,Calories : 25,,,
63059e,Total Fat, g , 0,0.0
63059e,Total Carbohydrate, g , 6,2.0
63059e,Total Sugars, g , 6,
63059e,Added Sugars, g , 6,12.0
63059e,Protein, g , 0,
63057e,Calories : 25,,,
63057e,Total Fat, g , 0,0.0
63057e,Total Carbohydrate, g , 6,2.0
63057e,Total Sugars, g , 6,
63057e,Added Sugars, g , 6,12.0
63057e,Protein, g , 0,
67225,Calories : 45,,,
67225,Total Fat, g , 0,0.0
67225,Sodium, mg , 650,28.0
67225,Total Carbohydrate, g , 13,5.0
67225,Total Sugars, g , 8,
67225,Added Sugars, g , 8,17.0
67225,Protein, g , 0,
67220p6,Calories : 45,,,
67220p6,Total Fat, g , 0,0.0
67220p6,Sodium, mg , 650,28.0
67220p6,Total Carbohydrate, g , 13,5.0
67220p6,Total Sugars, g , 8,
67220p6,Added Sugars, g , 8,17.0
67220p6,Protein, g , 0,
67220,Calories : 45,,,
67220,Total Fat, g , 0,0.0
67220,Sodium, mg , 650,28.0
67220,Total Carbohydrate, g , 13,5.0
67220,Total Sugars, g , 8,
67220,Added Sugars, g , 8,17.0
67220,Protein, g , 0,
67225p6,Calories : 45,,,
67225p6,Total Fat, g , 0,0.0
67225p6,Sodium, mg , 650,28.0
67225p6,Total Carbohydrate, g , 13,5.0
67225p6,Total Sugars, g , 8,
67225p6,Added Sugars, g , 8,17.0
67225p6,Protein, g , 0,
64796,Protein, g , 19,
64796,Fat, g , 23,
64796,Saturated Fat, g , 2,
64796,Trans Fat, g , 0,
64796,Polyunsaturated Fat, g , 4,
64796,Monounsaturated Fat, g , 16,
64796,Cholesterol, mg , 7,
64796,Carbohydrate, g , 38,
64796,Dietary Fiber, g , 6,
64796,Total Sugars, g , 8.4,
64796,Added Sugars, g , 8.3,
64796,L-Carnitine, mg , 63,
64796,Taurine, mg , 38,
64796,Water, g , 172,
64796,Calories : 420,,,
62585,Protein, g , 19,
62585,Fat, g , 23,
62585,Saturated Fat, g , 2,
62585,Trans Fat, g , 0,
62585,Polyunsaturated Fat, g , 4,
62585,Monounsaturated Fat, g , 16,
62585,Cholesterol, mg , 7,
62585,Carbohydrate, g , 38,
62585,Dietary Fiber, g , 6,
62585,Total Sugars, g , 8.4,
62585,Added Sugars, g , 8.3,
62585,L-Carnitine, mg , 63,
62585,Taurine, mg , 38,
62585,Water, g , 172,
62585,Calories : 420,,,
64798,Protein, g , 19,
64798,Fat, g , 23,
64798,Saturated Fat, g , 2,
64798,Trans Fat, g , 0,
64798,Polyunsaturated Fat, g , 4,
64798,Monounsaturated Fat, g , 16,
64798,Cholesterol, mg , 7,
64798,Carbohydrate, g , 38,
64798,Dietary Fiber, g , 6,
64798,Total Sugars, g , 8.4,
64798,Added Sugars, g , 8.3,
64798,L-Carnitine, mg , 63,
64798,Taurine, mg , 38,
64798,Water, g , 172,
64798,Calories : 420,,,
66534,Calories : 180,,,
66534,Total Fat, g , 8,10.0
66534,Saturated Fat, g , 1,5.0
66534,Trans Fat, g , 0,
66534,Polyunsaturated Fat, g , 2.5,
66534,Monounsaturated Fat, g , 4,
66534,Cholesterol, mg , 10,3.0
66534,Sodium, mg , 300,13.0
66534,Total Carbohydrate, g , 14,5.0
66534,Dietary Fiber, g , 4,14.0
66534,Total Sugars, g , 6,
66534,Added Sugars, g , 6,11.0
66534,Protein, g , 15,30.0
62885,Calories : 180,,,
62885,Total Fat, g , 8,10.0
62885,Saturated Fat, g , 1.5,7.0
62885,Trans Fat, g , 0,
62885,Polyunsaturated Fat, g , 2.5,
62885,Monounsaturated Fat, g , 4,
62885,Cholesterol, mg , 10,3.0
62885,Sodium, mg , 300,13.0
62885,Total Carbohydrate, g , 16,6.0
62885,Dietary Fiber, g , 6,21.0
62885,Total Sugars, g , 6,
62885,Added Sugars, g , 6,11.0
62885,Protein, g , 15,30.0
62882,Calories : 180,,,
62882,Total Fat, g , 8,10.0
62882,Saturated Fat, g , 1,5.0
62882,Trans Fat, g , 0,
62882,Polyunsaturated Fat, g , 2.5,
62882,Monounsaturated Fat, g , 4,
62882,Cholesterol, mg , 10,3.0
62882,Sodium, mg , 300,13.0
62882,Total Carbohydrate, g , 14,5.0
62882,Dietary Fiber, g , 4,14.0
62882,Total Sugars, g , 6,
62882,Added Sugars, g , 6,11.0
62882,Protein, g , 15,30.0
57801,Calories : 180,,,
57801,Total Fat, g , 9,12
57801,Saturated Fat, g , 1,5
57801,Trans Fat, g , 0,
57801,Polyunsaturated Fat, g , 4,
57801,Monounsaturated Fat, g , 4,
57801,Cholesterol, mg , <5,<2
57801,Sodium, mg , 210,9
57801,Total Carbohydrate, g , 16,6
57801,Dietary Fiber, g , 4,14
57801,Total Sugars, g , 4,
57801,Added Sugars, g , 4,8
57801,Protein, g , 10,20
57807,Calories : 180,,,
57807,Total Fat, g , 9,12
57807,Saturated Fat, g , 1,5
57807,Trans Fat, g , 0,
57807,Polyunsaturated Fat, g , 4,
57807,Monounsaturated Fat, g , 4,
57807,Cholesterol, mg , <5,<2
57807,Sodium, mg , 210,9
57807,Total Carbohydrate, g , 16,6
57807,Dietary Fiber, g , 4,14
57807,Total Sugars, g , 4,
57807,Added Sugars, g , 4,8
57807,Protein, g , 10,20
66794,Calories : 180,,,
66794,Total Fat, g , 9,12
66794,Saturated Fat, g , 1,5
66794,Trans Fat, g , 0,
66794,Polyunsaturated Fat, g , 4,
66794,Monounsaturated Fat, g , 4,
66794,Cholesterol, mg , <5,<2
66794,Sodium, mg , 210,9
66794,Total Carbohydrate, g , 16,6
66794,Dietary Fiber, g , 4,14
66794,Total Sugars, g , 4,
66794,Added Sugars, g , 4,8
66794,Protein, g , 10,20
57810,Calories : 180,,,
57810,Total Fat, g , 9,12
57810,Saturated Fat, g , 1,5
57810,Trans Fat, g , 0,
57810,Polyunsaturated Fat, g , 4,
57810,Monounsaturated Fat, g , 4,
57810,Cholesterol, mg , <5,<2
57810,Sodium, mg , 210,9
57810,Total Carbohydrate, g , 16,6
57810,Dietary Fiber, g , 4,14
57810,Total Sugars, g , 4,
57810,Added Sugars, g , 4,8
57810,Protein, g , 10,20
57804,Calories : 180,,,
57804,Total Fat, g , 9,12
57804,Saturated Fat, g , 1,5
57804,Trans Fat, g , 0,
57804,Polyunsaturated Fat, g , 4,
57804,Monounsaturated Fat, g , 4,
57804,Cholesterol, mg , <5,<2
57804,Sodium, mg , 210,9
57804,Total Carbohydrate, g , 16,6
57804,Dietary Fiber, g , 4,14
57804,Total Sugars, g , 4,
57804,Added Sugars, g , 4,8
57804,Protein, g , 10,20
67067,Calories : 250,,,
67067,Total Fat, g , 11,14.0
67067,Saturated Fat, g , 1,6.0
67067,Trans Fat, g , 0,
67067,Polyunsaturated Fat, g , 3.5,
67067,Monounsaturated Fat, g , 6,
67067,Cholesterol, mg , 15,5.0
67067,Sodium, mg , 440,19.0
67067,Total Carbohydrate, g , 18,7.0
67067,Dietary Fiber, g , 6,21.0
67067,Total Sugars, g , 9,
67067,Added Sugars, g , 8,16.0
67067,Protein, g , 23,46.0
59856,Calories : 140,,,
59856,Total Fat, g , 5,6.0
59856,Saturated Fat, g , 0.5,3.0
59856,Trans Fat, g , 0,
59856,Polyunsaturated Fat, g , 2,
59856,Monounsaturated Fat, g , 2.5,
59856,Cholesterol, mg , <5,0.0
59856,Sodium, mg , 230,10.0
59856,Total Carbohydrate, g , 19,7.0
59856,Dietary Fiber, g , 3,11.0
59856,Total Sugars, g , 5,
59856,Added Sugars, g , 5,9.0
59856,Protein, g , 7,14.0
67070,Calories : 250,,,
67070,Total Fat, g , 11,14.0
67070,Saturated Fat, g , 2,10.0
67070,Trans Fat, g , 0,
67070,Polyunsaturated Fat, g , 3,
67070,Monounsaturated Fat, g , 6,
67070,Cholesterol, mg , 15,5.0
67070,Sodium, mg , 420,18.0
67070,Total Carbohydrate, g , 21,8.0
67070,Dietary Fiber, g , 7,25.0
67070,Total Sugars, g , 8,
67070,Added Sugars, g , 8,16.0
67070,Protein, g , 23,46.0
59859,Calories : 140,,,
59859,Total Fat, g , 5,6.0
59859,Saturated Fat, g , 0.5,3.0
59859,Trans Fat, g , 0,
59859,Polyunsaturated Fat, g , 1.5,
59859,Monounsaturated Fat, g , 2.5,
59859,Cholesterol, mg , <5,0.0
59859,Sodium, mg , 230,10.0
59859,Total Carbohydrate, g , 19,7.0
59859,Dietary Fiber, g , 3,11.0
59859,Total Sugars, g , 5,
59859,Added Sugars, g , 5,10.0
59859,Protein, g , 7,14.0
64913,Protein, g , 9.9,
64913,Fat, g , 12.9,
64913,Carbohydrate, g , 22.8,
64913,Dietary Fiber, g , 3.4<sup>*</sup>,
64913,Taurine, mg , 25,
64913,L-Carnitine, mg , 34,
64913,m-Inositol, mg , 200,
64913,Water, g/mL , 202,
64913,Calories : 237,,,
64918,Protein, g , 14.2,
64918,Fat, g , 14.2,
64918,Carbohydrate, g , 27.1,
64918,Dietary Fiber, g , 3.8<sup>*</sup>,
64918,Water, g , 192,
64918,Calories : 285,,,
64918,Taurine, mg , 32,
64918,L-Carnitine, mg , 42,
66906,Calories : 80,,,
66906,Total Fat, g , 3.5,4.0
66906,Saturated Fat, g , 1.5,8.0
66906,Trans Fat, g , 0,
66906,Cholesterol, mg , 0,0.0
66906,Sodium, mg , 50,2.0
66906,Total Carbohydrate, g , 10,4.0
66906,Dietary Fiber, g , 2,7.0
66906,Total Sugars, g , 3,
66906,Added Sugars, g , 3,6.0
66906,Sugar Alcohols, g , 4,
66906,Protein, g , 3,6.0
64920,Protein, g , 19.6,
64920,Fat, g , 17.8,
64920,Saturated Fat, g , 1.5,
64920,Polyunsaturated Fat, g , 3.8,
64920,Monounsaturated Fat, g , 12.5,
64920,Carbohydrate, g , 31.5,
64920,Dietary Fiber, g , 3.8<sup>*</sup>,
64920,Water, g , 180,
64920,Calories : 356,,,
64920,Taurine, mg , 40,
64920,L-Carnitine, mg , 51,
66905,Calories : 80,,,
66905,Total Fat, g , 3,4.0
66905,Saturated Fat, g , 1.5,8.0
66905,Trans Fat, g , 0,
66905,Cholesterol, mg , 0,0.0
66905,Sodium, mg , 70,3.0
66905,Total Carbohydrate, g , 12,4.0
66905,Dietary Fiber, g , 1,4.0
66905,Total Sugars, g , 2,
66905,Added Sugars, g , 1,2.0
66905,Sugar Alcohols, g , 7,
66905,Protein, g , 3,6.0
66884,Calories : 160,,,
66884,Total Fat, g , 7,9.0
66884,Saturated Fat, g , 2.5,13.0
66884,Trans Fat, g , 0,
66884,Polyunsaturated Fat, g , 1,
66884,Monounsaturated Fat, g , 2.5,
66884,Cholesterol, mg , 0,0.0
66884,Sodium, mg , 170,7.0
66884,Total Carbohydrate, g , 17,6.0
66884,Dietary Fiber, g , 3,11.0
66884,Total Sugars, g , 4,
66884,Added Sugars, g , 4,8.0
66884,Sugar Alcohols, g , 4,
66884,Protein, g , 11,22.0
66887,Calories : 160,,,
66887,Total Fat, g , 6,8.0
66887,Saturated Fat, g , 1.5,8.0
66887,Trans Fat, g , 0,
66887,Polyunsaturated Fat, g , 1.5,
66887,Monounsaturated Fat, g , 2.5,
66887,Cholesterol, mg , 0,0.0
66887,Sodium, mg , 180,8.0
66887,Total Carbohydrate, g , 18,7.0
66887,Dietary Fiber, g , 2,7.0
66887,Total Sugars, g , 4,
66887,Added Sugars, g , 3,6.0
66887,Sugar Alcohols, g , 4,
66887,Protein, g , 10,20.0
66903,Calories : 80,,,
66903,Total Fat, g , 3.5,4.0
66903,Saturated Fat, g , 1.5,8.0
66903,Trans Fat, g , 0,
66903,Cholesterol, mg , 0,0.0
66903,Sodium, mg , 40,2.0
66903,Total Carbohydrate, g , 11,4.0
66903,Dietary Fiber, g , 2,7.0
66903,Total Sugars, g , 6,
66903,Added Sugars, g , 4,8.0
66903,Sugar Alcohols, g , 2,
66903,Protein, g , 3,6.0
67272,Calories : 150,,,
67272,Total Fat, g , 1,1.0
67272,Saturated Fat, g , 0.5,2.0
67272,Trans Fat, g , 0,
67272,Cholesterol, mg , 25,8.0
67272,Sodium, mg , 220,10.0
67272,Total Carbohydrate, g , 5,2.0
67272,Dietary Fiber, g , 1,4.0
67272,Total Sugars, g , 1,
67272,Added Sugars, g , 0,0.0
67272,Protein, g , 30,60.0
67257,Calories : 150,,,
67257,Total Fat, g , 1,1.0
67257,Saturated Fat, g , 0.5,3.0
67257,Trans Fat, g , 0,
67257,Cholesterol, mg , 25,8.0
67257,Sodium, mg , 220,10.0
67257,Total Carbohydrate, g , 5,2.0
67257,Dietary Fiber, g , 1,4.0
67257,Total Sugars, g , 1,
67257,Added Sugars, g , 0,0.0
67257,Protein, g , 30,60.0
67247,Calories : 170,,,
67247,Total Fat, g , 3,4.0
67247,Saturated Fat, g , 1.5,8.0
67247,Trans Fat, g , 0,
67247,Cholesterol, mg , 50,17.0
67247,Sodium, mg , 150,7.0
67247,Total Carbohydrate, g , 6,2.0
67247,Dietary Fiber, g , 1,4.0
67247,Total Sugars, g , 3,
67247,Added Sugars, g , 0,0.0
67247,Protein, g , 30,60.0
67298,Calories : 200,,,
67298,Total Fat, g , 17,22.0
67298,Saturated Fat, g , 11,55.0
67298,Trans Fat, g , 0,
67298,Cholesterol, mg , 10,3.0
67298,Sodium, mg , 140,6.0
67298,Total Carbohydrate, g , 3,1.0
67298,Dietary Fiber, g , 0,0.0
67298,Total Sugars, g , 1,
67298,Added Sugars, g , 0,0.0
67298,Protein, g , 10,20.0
67254,Calories : 150,,,
67254,Total Fat, g , 1,1.0
67254,Saturated Fat, g , 0.5,2.0
67254,Trans Fat, g , 0,
67254,Cholesterol, mg , 25,8.0
67254,Sodium, mg , 280,12.0
67254,Total Carbohydrate, g , 6,2.0
67254,Dietary Fiber, g , 3,11.0
67254,Total Sugars, g , 1,
67254,Added Sugars, g , 0,0.0
67254,Protein, g , 30,60.0
67500,Calories : 210,,,
67500,Total Fat, g , 7,9
67500,Saturated Fat, g , 5,25
67500,Trans Fat, g , 0,
67500,Cholesterol, mg , 0,0
67500,Sodium, mg , 220,10
67500,Total Carbohydrate, g , 21,8
67500,Dietary Fiber, g , <1,<4
67500,Total Sugars, g , 1,
67500,Added Sugars, g , 1,2
67500,Sugar Alcohols, g , 8,
67500,Protein, g , 15,30
63282p12,Calories : 210,,,
63282p12,Calories from Fat : 60,,,
63282p12,Total Fat, g , 7,11
63282p12,Saturated Fat, g , 4.5,23
63282p12,Trans Fat, g , 0,
63282p12,Cholesterol, mg , <5,<2
63282p12,Sodium, mg , 200,8
63282p12,Potassium, mg , 80,2
63282p12,Total Carbohydrate, g , 24,8
63282p12,Dietary Fiber, g , 3,12
63282p12,Sugars, g , 14,
63282p12,Protein, g , 14,28
67260,Calories : 200,,,
67260,Total Fat, g , 17,22.0
67260,Saturated Fat, g , 11,55.0
67260,Trans Fat, g , 0,
67260,Cholesterol, mg , 10,3.0
67260,Sodium, mg , 140,6.0
67260,Total Carbohydrate, g , 3,1.0
67260,Dietary Fiber, g , 0,0.0
67260,Total Sugars, g , 1,
67260,Added Sugars, g , 0,0.0
67260,Protein, g , 10,20.0
67263,Calories : 200,,,
67263,Total Fat, g , 17,22.0
67263,Saturated Fat, g , 11,55.0
67263,Trans Fat, g , 0,
67263,Cholesterol, mg , 10,3.0
67263,Sodium, mg , 140,6.0
67263,Total Carbohydrate, g , 3,1.0
67263,Dietary Fiber, g , 0,0.0
67263,Total Sugars, g , 1,
67263,Added Sugars, g , 0,0.0
67263,Protein, g , 10,20.0
63305,Calories : 200,,,
63305,Calories from Fat : 60,,,
63305,Total Fat, g , 7,11
63305,Saturated Fat, g , 2.5,13
63305,Trans Fat, g , 0,
63305,Cholesterol, mg , <5,<2
63305,Sodium, mg , 300,13
63305,Potassium, mg , 115,3
63305,Total Carbohydrate, g , 23,8
63305,Dietary Fiber, g , <1,<4
63305,Sugars, g , 14,
63305,Protein, g , 10,20
67495,Calories : 210,,,
67495,Total Fat, g , 7,9
67495,Saturated Fat, g , 5,25
67495,Trans Fat, g , 0,
67495,Cholesterol, mg , 0,0
67495,Sodium, mg , 280,12
67495,Total Carbohydrate, g , 21,8
67495,Dietary Fiber, g , <1,<4
67495,Total Sugars, g , 2,
67495,Added Sugars, g , 2,4
67495,Sugar Alcohols, g , 8,
67495,Protein, g , 15,30
63269,Calories : 210,,,
63269,Calories from Fat : 60,,,
63269,Total Fat, g , 7,11
63269,Saturated Fat, g , 4.5,23
63269,Trans Fat, g , 0,
63269,Cholesterol, mg , <5,<2
63269,Sodium, mg , 260,11
63269,Potassium, mg , 80,2
63269,Total Carbohydrate, g , 24,8
63269,Dietary Fiber, g , 2,8
63269,Sugars, g , 16,
63269,Protein, g , 14,28
67510,Calories : 210,,,
67510,Total Fat, g , 7,9
67510,Saturated Fat, g , 5,25
67510,Trans Fat, g , 0,
67510,Cholesterol, mg , 0,0
67510,Sodium, mg , 220,10
67510,Total Carbohydrate, g , 21,8
67510,Dietary Fiber, g , <1,<4
67510,Total Sugars, g , 2,
67510,Added Sugars, g , 2,4
67510,Sugar Alcohols, g , 8,
67510,Protein, g , 15,30
63299p12,Calories : 210,,,
63299p12,Calories from Fat : 60,,,
63299p12,Total Fat, g , 7,11
63299p12,Saturated Fat, g , 3.5,18
63299p12,Trans Fat, g , 0,
63299p12,Cholesterol, mg , <5,<2
63299p12,Sodium, mg , 260,11
63299p12,Potassium, mg , 150,4
63299p12,Total Carbohydrate, g , 23,8
63299p12,Dietary Fiber, g , 1,4
63299p12,Sugars, g , 17,
63299p12,Protein, g , 15,30
63304,Calories : 200,,,
63304,Calories from Fat : 50,,,
63304,Total Fat, g , 6,9
63304,Saturated Fat, g , 4,20
63304,Trans Fat, g , 0,
63304,Cholesterol, mg , <5,<2
63304,Sodium, mg , 200,8
63304,Potassium, mg , 75,2
63304,Total Carbohydrate, g , 25,8
63304,Dietary Fiber, g , 3,12
63304,Sugars, g , 16,
63304,Protein, g , 14,28
63505,Calories : 200,,,
63505,Calories from Fat : 80,,,
63505,Total Fat, g , 9,14
63505,Saturated Fat, g , 4.5,23
63505,Trans Fat, g , 0,
63505,Cholesterol, mg , 10,3
63505,Sodium, mg , 300,13
63505,Potassium, mg , 90,3
63505,Total Carbohydrate, g , 19,6
63505,Dietary Fiber, g , <1,<4
63505,Sugars, g , 14,
63505,Protein, g , 11,22
67500p12,Calories : 210,,,
67500p12,Total Fat, g , 7,9
67500p12,Saturated Fat, g , 5,25
67500p12,Trans Fat, g , 0,
67500p12,Cholesterol, mg , 0,0
67500p12,Sodium, mg , 220,10
67500p12,Total Carbohydrate, g , 21,8
67500p12,Dietary Fiber, g , <1,<4
67500p12,Total Sugars, g , 1,
67500p12,Added Sugars, g , 1,2
67500p12,Sugar Alcohols, g , 8,
67500p12,Protein, g , 15,30
67510p12,Calories : 210,,,
67510p12,Total Fat, g , 7,9
67510p12,Saturated Fat, g , 5,25
67510p12,Trans Fat, g , 0,
67510p12,Cholesterol, mg , 0,0
67510p12,Sodium, mg , 220,10
67510p12,Total Carbohydrate, g , 21,8
67510p12,Dietary Fiber, g , <1,<4
67510p12,Total Sugars, g , 2,
67510p12,Added Sugars, g , 2,4
67510p12,Sugar Alcohols, g , 8,
67510p12,Protein, g , 15,30
67495p12,Calories : 210,,,
67495p12,Total Fat, g , 7,9
67495p12,Saturated Fat, g , 5,25
67495p12,Trans Fat, g , 0,
67495p12,Cholesterol, mg , 0,0
67495p12,Sodium, mg , 280,12
67495p12,Total Carbohydrate, g , 21,8
67495p12,Dietary Fiber, g , <1,<4
67495p12,Total Sugars, g , 2,
67495p12,Added Sugars, g , 2,4
67495p12,Sugar Alcohols, g , 8,
67495p12,Protein, g , 15,30
63309,Calories : 210,,,
63309,Calories from Fat : 60,,,
63309,Total Fat, g , 7,11
63309,Saturated Fat, g , 4,20
63309,Trans Fat, g , 0,
63309,Cholesterol, mg , <5,<2
63309,Sodium, mg , 250,10
63309,Potassium, mg , 60,2
63309,Total Carbohydrate, g , 22,7
63309,Dietary Fiber, g , <1,<4
63309,Sugars, g , 15,
63309,Protein, g , 15,30
63299,Calories : 210,,,
63299,Calories from Fat : 60,,,
63299,Total Fat, g , 7,11
63299,Saturated Fat, g , 3.5,18
63299,Trans Fat, g , 0,
63299,Cholesterol, mg , <5,<2
63299,Sodium, mg , 260,11
63299,Potassium, mg , 150,4
63299,Total Carbohydrate, g , 23,8
63299,Dietary Fiber, g , 1,4
63299,Sugars, g , 17,
63299,Protein, g , 15,30
