,SKU67263
Calories,200
"Total Fat, g",17
"Saturated Fat, g",11
"Trans Fat, g",0
"Cholesterol, mg",10
"Sodium, mg",140
"Total Carbohydrate, g",3
"Dietary Fiber, g",0
"Total Sugars, g",1
"Added Sugars, g",0
"Protein, g",10
